symbol	tumorsuppressor	oncogene
PTP4A1	FALSE	FALSE
PTPN1	FALSE	FALSE
PTPN11	TRUE	TRUE
PTPN13	TRUE	FALSE
PTPN2	FALSE	FALSE
PTPN6	TRUE	FALSE
PTPRB	TRUE	FALSE
PTPRC	TRUE	FALSE
PTPRD	TRUE	FALSE
PTPRK	TRUE	FALSE
PTPRO	TRUE	FALSE
PTPRS	FALSE	FALSE
PTPRT	TRUE	FALSE
PTTG1	FALSE	TRUE
PWWP2A	FALSE	FALSE
QKI	TRUE	FALSE
RAB25	TRUE	TRUE
RAB35	FALSE	FALSE
RABEP1	FALSE	FALSE
RAC1	FALSE	TRUE
RAC2	FALSE	FALSE
RAD17	TRUE	FALSE
RAD21	FALSE	FALSE
RAD50	FALSE	FALSE
RAD51	FALSE	FALSE
RAD51B	TRUE	FALSE
RAD51C	FALSE	FALSE
RAD51D	FALSE	FALSE
RAD52	FALSE	FALSE
RAD54L	FALSE	FALSE
RAF1	FALSE	TRUE
RALGDS	FALSE	FALSE
RANBP2	TRUE	FALSE
RAP1GAP	TRUE	FALSE
RAP1GDS1	FALSE	TRUE
RARA	FALSE	TRUE
RARRES1	TRUE	FALSE
RASA1	FALSE	FALSE
RASAL1	TRUE	FALSE
RASSF1	TRUE	FALSE
RB1	TRUE	FALSE
RBM10	TRUE	FALSE
RBM15	FALSE	FALSE
RCC2	FALSE	FALSE
RECQL	FALSE	FALSE
RECQL4	FALSE	FALSE
REL	FALSE	TRUE
RELB	FALSE	TRUE
RELN	FALSE	FALSE
RET	TRUE	TRUE
RFWD2	FALSE	FALSE
RFWD3	TRUE	FALSE
RGPD3	FALSE	FALSE
RGS7	FALSE	FALSE
RHBDF2	FALSE	FALSE
RHEB	FALSE	FALSE
RHNO1	FALSE	FALSE
RHOA	FALSE	FALSE
RHOH	TRUE	FALSE
RICTOR	FALSE	FALSE
RING1	FALSE	FALSE
RINT1	FALSE	FALSE
RIT1	FALSE	FALSE
RMI2	TRUE	FALSE
RMRP	FALSE	FALSE
RNF213	FALSE	FALSE
RNF43	TRUE	FALSE
ROBO1	FALSE	FALSE
ROBO2	TRUE	FALSE
ROS1	FALSE	TRUE
RPL10	TRUE	FALSE
RPL22	TRUE	FALSE
RPL5	TRUE	FALSE
RPN1	FALSE	FALSE
RPS15	FALSE	FALSE
RPS6KA4	FALSE	FALSE
RPS6KB1	FALSE	FALSE
RPS6KB2	FALSE	FALSE
RPTOR	FALSE	FALSE
RRAGC	FALSE	FALSE
RRAS	FALSE	FALSE
RRAS2	FALSE	FALSE
RSPO2	TRUE	FALSE
RSPO3	FALSE	TRUE
RTEL1	FALSE	FALSE
RUNX1	TRUE	TRUE
RUNX1T1	FALSE	FALSE
RUNX3	TRUE	TRUE
RXRA	FALSE	FALSE
RYBP	FALSE	FALSE
S100A7	FALSE	FALSE
SALL4	FALSE	TRUE
SAMHD1	FALSE	FALSE
SASH1	TRUE	FALSE
SBDS	TRUE	FALSE
SCG5	FALSE	FALSE
SDC4	FALSE	FALSE
SDHA	TRUE	FALSE
SDHAF2	TRUE	FALSE
SDHB	TRUE	FALSE
SDHC	TRUE	FALSE
SDHD	TRUE	FALSE
SEC31A	FALSE	FALSE
SEMA3B	TRUE	FALSE
SEPT5	FALSE	FALSE
SEPT6	FALSE	FALSE
SEPT9	FALSE	FALSE
SERPINA1	FALSE	FALSE
SERPINB5	TRUE	FALSE
SESN1	FALSE	FALSE
SESN2	FALSE	FALSE
SESN3	FALSE	FALSE
SET	FALSE	TRUE
SETBP1	FALSE	TRUE
SETD1A	FALSE	FALSE
SETD1B	TRUE	FALSE
SETD2	TRUE	FALSE
SETD3	FALSE	FALSE
SETD4	FALSE	FALSE
SETD5	FALSE	FALSE
SETD6	FALSE	FALSE
SETD7	FALSE	FALSE
SETDB1	FALSE	TRUE
SETDB2	FALSE	FALSE
SF3B1	FALSE	TRUE
SFPQ	TRUE	FALSE
SFRP1	TRUE	FALSE
SFRP4	TRUE	FALSE
SGK1	FALSE	TRUE
SH2B3	TRUE	FALSE
SH2D1A	FALSE	FALSE
SH3GL1	FALSE	TRUE
SHH	FALSE	TRUE
SHOC2	FALSE	FALSE
SHQ1	FALSE	FALSE
SHTN1	FALSE	FALSE
SIN3A	FALSE	FALSE
SIRPA	TRUE	FALSE
SIRT1	TRUE	TRUE
SIRT2	TRUE	TRUE
SIRT3	TRUE	FALSE
SIRT6	FALSE	TRUE
SIX1	FALSE	TRUE
SIX2	FALSE	TRUE
SKI	FALSE	TRUE
SKP2	FALSE	TRUE
SLC25A13	FALSE	FALSE
SLC34A2	TRUE	FALSE
SLC45A3	FALSE	FALSE
SLIT2	FALSE	FALSE
SLX4	FALSE	FALSE
SMAD2	TRUE	FALSE
SMAD3	TRUE	FALSE
SMAD4	TRUE	TRUE
SMARCA1	FALSE	FALSE
SMARCA4	TRUE	FALSE
SMARCB1	TRUE	TRUE
SMARCD1	TRUE	FALSE
SMARCE1	TRUE	FALSE
SMC1A	TRUE	FALSE
SMC3	FALSE	FALSE
SMG1	FALSE	FALSE
SMO	FALSE	TRUE
SMURF1	FALSE	TRUE
SMYD3	FALSE	FALSE
SNCAIP	FALSE	FALSE
SND1	FALSE	TRUE
SNX29	FALSE	FALSE
SOCS1	TRUE	TRUE
SOS1	FALSE	FALSE
SOX1	TRUE	FALSE
SOX10	FALSE	FALSE
SOX17	FALSE	FALSE
SOX2	FALSE	TRUE
SOX21	TRUE	FALSE
SOX4	FALSE	TRUE
SOX9	TRUE	TRUE
SP140	FALSE	FALSE
SPARC	TRUE	FALSE
SPDEF	TRUE	TRUE
SPECC1	FALSE	FALSE
SPEN	TRUE	FALSE
SPI1	TRUE	TRUE
SPINK1	FALSE	FALSE
SPOP	TRUE	FALSE
SPRED1	FALSE	FALSE
SPRTN	FALSE	FALSE
SPTA1	FALSE	FALSE
SRC	FALSE	TRUE
SRF	FALSE	TRUE
SRGAP3	FALSE	FALSE
SRSF2	FALSE	TRUE
SRSF3	FALSE	TRUE
SRY	FALSE	FALSE
SS18	FALSE	FALSE
SS18L1	FALSE	FALSE
SSX1	FALSE	TRUE
SSX2	FALSE	TRUE
SSX4	FALSE	TRUE
STAG1	TRUE	FALSE
STAG2	TRUE	FALSE
STAT1	TRUE	FALSE
STAT3	TRUE	TRUE
STAT4	FALSE	FALSE
STAT5A	FALSE	FALSE
STAT5B	FALSE	FALSE
STAT6	FALSE	TRUE
STIL	FALSE	TRUE
STK11	TRUE	FALSE
STK19	FALSE	FALSE
STK40	FALSE	FALSE
STRN	FALSE	FALSE
SUFU	TRUE	FALSE
SUZ12	FALSE	FALSE
SYK	TRUE	TRUE
TACC1	FALSE	FALSE
TAF1	FALSE	FALSE
TAF15	FALSE	TRUE
TAL1	FALSE	TRUE
TAL2	FALSE	TRUE
TAP1	FALSE	FALSE
TAP2	FALSE	FALSE
TAZ	FALSE	TRUE
TBL1XR1	FALSE	FALSE
TBX3	FALSE	FALSE
TCEA1	FALSE	FALSE
TCEB1	FALSE	FALSE
TCF12	FALSE	FALSE
TCF3	TRUE	TRUE
TCF7L2	FALSE	TRUE
TCL1A	FALSE	TRUE
TEC	FALSE	TRUE
TEK	FALSE	FALSE
TENT5C	FALSE	FALSE
TERC	FALSE	FALSE
TERF2IP	FALSE	FALSE
TERT	FALSE	TRUE
TET1	TRUE	TRUE
TET2	TRUE	FALSE
TET3	FALSE	FALSE
TFCP2	FALSE	TRUE
TFE3	FALSE	TRUE
TFEB	FALSE	TRUE
TFF1	TRUE	TRUE
TFG	FALSE	FALSE
TFPT	FALSE	FALSE
TFRC	FALSE	FALSE
TGFBR1	FALSE	FALSE
TGFBR2	TRUE	FALSE
THRAP3	FALSE	FALSE
THY1	TRUE	FALSE
TLR4	FALSE	FALSE
TLX1	FALSE	TRUE
TLX3	FALSE	TRUE
TMEM127	TRUE	FALSE
TMPRSS2	FALSE	FALSE
TNC	FALSE	TRUE
TNFAIP3	TRUE	FALSE
TNFRSF14	TRUE	FALSE
TNFRSF17	FALSE	TRUE
TNFRSF6	FALSE	FALSE
TOP1	FALSE	FALSE
TOP2A	FALSE	FALSE
TP53	TRUE	TRUE
TP53BP1	FALSE	FALSE
TP63	FALSE	TRUE
TPD52	FALSE	TRUE
TPM3	TRUE	FALSE
TPM4	FALSE	FALSE
TPMT	FALSE	FALSE
TPR	FALSE	FALSE
TRA	FALSE	FALSE
TRAF2	FALSE	FALSE
TRAF3	FALSE	FALSE
TRAF5	FALSE	FALSE
TRAF7	TRUE	FALSE
TRB	FALSE	FALSE
TRD	FALSE	FALSE
TRIM24	FALSE	TRUE
TRIM27	FALSE	TRUE
TRIM3	TRUE	FALSE
TRIM33	TRUE	FALSE
TRIM37	FALSE	FALSE
TRIP11	FALSE	FALSE
TRRAP	FALSE	TRUE
TSC1	TRUE	FALSE
TSC2	TRUE	FALSE
TSHR	FALSE	TRUE
TTF1	FALSE	TRUE
TUSC3	TRUE	TRUE
TWIST1	FALSE	TRUE
TWSG1	TRUE	FALSE
TYK2	FALSE	FALSE
TYMS	FALSE	FALSE
U2AF1	FALSE	TRUE
U2AF2	FALSE	FALSE
UBR5	TRUE	FALSE
UCHL1	TRUE	TRUE
UGT1A1	FALSE	FALSE
UHRF1	FALSE	TRUE
UPF1	FALSE	FALSE
UROD	FALSE	FALSE
USP44	TRUE	FALSE
USP6	FALSE	TRUE
USP8	FALSE	TRUE
USP9X	TRUE	FALSE
VAV1	FALSE	FALSE
VAV2	FALSE	FALSE
VEGFA	FALSE	TRUE
VHL	TRUE	TRUE
VTCN1	FALSE	FALSE
VTI1A	FALSE	FALSE
WAS	FALSE	TRUE
WDCP	FALSE	FALSE
WEE1	FALSE	FALSE
WHSC1	FALSE	FALSE
WHSC1L1	FALSE	FALSE
WIF1	TRUE	FALSE
WISP1	TRUE	TRUE
WISP3	FALSE	FALSE
WNK2	TRUE	FALSE
WNT1	FALSE	TRUE
WNT5A	TRUE	FALSE
WRN	TRUE	FALSE
WT1	TRUE	TRUE
WWOX	TRUE	FALSE
WWTR1	FALSE	TRUE
XBP1	FALSE	FALSE
XIAP	FALSE	FALSE
XPA	TRUE	FALSE
XPC	TRUE	FALSE
XPO1	FALSE	TRUE
XRCC2	FALSE	FALSE
YAP1	TRUE	TRUE
YES1	FALSE	FALSE
YWHAE	TRUE	FALSE
ZBTB16	TRUE	TRUE
ZBTB2	FALSE	FALSE
ZBTB7A	FALSE	TRUE
ZCCHC8	FALSE	FALSE
ZEB1	TRUE	TRUE
ZFHX3	TRUE	FALSE
ZMYM2	FALSE	FALSE
ZMYM3	TRUE	FALSE
ZNF198	FALSE	FALSE
ZNF217	FALSE	FALSE
ZNF278	FALSE	FALSE
ZNF331	TRUE	FALSE
ZNF384	FALSE	FALSE
ZNF429	FALSE	FALSE
ZNF479	FALSE	FALSE
ZNF521	FALSE	TRUE
ZNF703	FALSE	TRUE
ZNF750	FALSE	FALSE
ZNRF3	TRUE	FALSE
ZRSR2	TRUE	FALSE
